https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,,,2017-09-11 05:41:56
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=101&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Matematika (101),2017-09-11 05:42:04
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=902&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Pengajaran Fisika (902),2017-09-11 05:42:11
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=302&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Fisika (302),2017-09-11 05:42:16
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=202&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Fisika (202),2017-09-11 05:42:22
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=102&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Fisika (102),2017-09-11 05:42:29
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=901&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Pengajaran Matematika (901),2017-09-11 05:42:35
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=301&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Matematika (301),2017-09-11 05:42:43
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=201&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Matematika (201),2017-09-11 05:42:49
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=905&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Pengajaran Kimia (905),2017-09-11 05:42:55
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=305&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Kimia (305),2017-09-11 05:43:00
https://six.akademik.itb.ac.id/publik/daftarkelas.php?ps=205&semester=2&tahun=2016&th_kur=2013,https://six.akademik.itb.ac.id/publik/displayprodikelas.php?semester=2&tahun=2016&th_kur=2013,Kimia (205),2017-09-11 05:43:05
