0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,H
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,H
1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,D
1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,D
1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,D
1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,D
1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,D
1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,D
1.0,2.0,0.0,0.0,2.0,1.0,1.0,3.0,D
1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,D
1.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,D
1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,D
1.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,D
