0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,T
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,B
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,H
1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,D
1.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,D
0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,D
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,B
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,N
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,B
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,B
